temperature,fanspeed,swing,code
18,25,2,"sendir,1:1,1,33602,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,986,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,3300"
18,50,2,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,3300"
18,75,2,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,60,12,24,12,3300"
18,100,2,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,3300"
19,25,2,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,3300"
19,50,2,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,3300"
19,75,2,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,60,12,24,12,3300"
19,100,2,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,24,12,24,12,24,12,3300"
20,25,2,"sendir,1:1,2,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,24,12,24,12,3300"
20,50,2,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,24,12,60,12,24,12,3300"
20,75,2,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,24,12,3300"
20,100,2,"sendir,1:1,2,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,3300"
21,25,2,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,24,12,24,12,3300"
21,50,2,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,3300"
21,75,2,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,3300"
21,100,2,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,24,12,3300"
